Sequence,Mean Δt (frames),#Matching Points,Δt Values
FaceTalk_170809_00138_TA_sentence29_condition_FaceTalk_170913_03279_TA.npy,3.67,6,2;4;4;2;6;4
FaceTalk_170809_00138_TA_sentence29_condition_FaceTalk_170915_00223_TA.npy,No matching points,0,[]
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170725_00137_TA.npy,4.90,10,11;4;5;1;1;3;8;1;11;4
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170728_03272_TA.npy,4.30,10,11;4;6;1;1;3;0;1;11;5
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170811_03274_TA.npy,3.55,11,4;5;1;1;3;7;0;0;3;11;4
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170904_00128_TA.npy,4.50,10,10;4;5;1;3;7;0;0;11;4
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170904_03276_TA.npy,4.20,10,11;4;5;1;1;3;0;1;11;5
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170912_03278_TA.npy,6.17,6,10;4;2;5;11;5
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170913_03279_TA.npy,4.64,11,11;4;6;1;1;3;8;0;1;11;5
FaceTalk_170809_00138_TA_sentence30_condition_FaceTalk_170915_00223_TA.npy,4.18,11,10;4;5;1;1;3;7;0;0;11;4
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170725_00137_TA.npy,3.67,6,5;3;9;2;3;0
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170728_03272_TA.npy,3.67,3,5;3;3
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170811_03274_TA.npy,3.67,3,5;3;3
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170904_00128_TA.npy,3.29,7,4;3;2;9;2;3;0
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170904_03276_TA.npy,6.00,3,5;3;10
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170912_03278_TA.npy,4.00,2,5;3
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170913_03279_TA.npy,3.67,3,5;3;3
FaceTalk_170809_00138_TA_sentence31_condition_FaceTalk_170915_00223_TA.npy,3.00,3,4;3;2
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170725_00137_TA.npy,5.25,4,10;7;2;2
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170728_03272_TA.npy,5.00,3,10;2;3
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170811_03274_TA.npy,4.67,3,10;2;2
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170904_00128_TA.npy,6.00,2,10;2
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170904_03276_TA.npy,5.00,3,10;2;3
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170912_03278_TA.npy,4.00,1,4
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170913_03279_TA.npy,6.50,2,10;3
FaceTalk_170809_00138_TA_sentence33_condition_FaceTalk_170915_00223_TA.npy,4.67,3,10;2;2
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170725_00137_TA.npy,6.50,2,9;4
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170728_03272_TA.npy,9.00,1,9
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170811_03274_TA.npy,6.00,2,9;3
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170904_00128_TA.npy,9.00,1,9
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170904_03276_TA.npy,6.50,2,9;4
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170912_03278_TA.npy,7.00,2,10;4
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170913_03279_TA.npy,6.50,2,9;4
FaceTalk_170809_00138_TA_sentence34_condition_FaceTalk_170915_00223_TA.npy,6.00,2,9;3
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170725_00137_TA.npy,3.33,3,4;4;2
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170728_03272_TA.npy,2.88,8,1;2;5;4;5;4;2;0
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170811_03274_TA.npy,2.62,8,1;2;5;4;4;3;2;0
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170904_00128_TA.npy,2.25,4,4;3;2;0
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170904_03276_TA.npy,2.75,4,4;5;2;0
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170912_03278_TA.npy,3.25,4,2;5;4;2
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170913_03279_TA.npy,3.17,6,1;2;5;4;5;2
FaceTalk_170809_00138_TA_sentence35_condition_FaceTalk_170915_00223_TA.npy,2.71,7,1;5;4;4;3;2;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170725_00137_TA.npy,3.20,5,5;3;3;5;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170728_03272_TA.npy,2.50,2,5;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170811_03274_TA.npy,2.50,2,5;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170904_00128_TA.npy,3.50,6,4;6;4;3;4;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170904_03276_TA.npy,3.00,3,4;5;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170912_03278_TA.npy,4.00,2,5;3
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170913_03279_TA.npy,3.25,4,4;4;5;0
FaceTalk_170809_00138_TA_sentence36_condition_FaceTalk_170915_00223_TA.npy,2.50,2,5;0
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170725_00137_TA.npy,5.00,1,5
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170728_03272_TA.npy,5.00,1,5
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170811_03274_TA.npy,6.50,2,5;8
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170904_00128_TA.npy,6.67,3,5;8;7
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170904_03276_TA.npy,5.00,1,5
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170912_03278_TA.npy,5.00,2,5;5
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170913_03279_TA.npy,5.00,1,5
FaceTalk_170809_00138_TA_sentence37_condition_FaceTalk_170915_00223_TA.npy,7.00,3,8;5;8
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170725_00137_TA.npy,2.62,8,4;4;1;1;2;3;3;3
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170728_03272_TA.npy,3.38,8,7;4;4;1;2;3;3;3
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170811_03274_TA.npy,2.89,9,4;4;1;1;2;3;3;3;5
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170904_00128_TA.npy,3.00,7,6;4;4;1;1;2;3
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170904_03276_TA.npy,3.11,9,7;4;4;1;1;2;3;3;3
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170912_03278_TA.npy,5.00,1,5
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170913_03279_TA.npy,3.29,7,7;4;1;2;3;3;3
FaceTalk_170809_00138_TA_sentence38_condition_FaceTalk_170915_00223_TA.npy,3.00,9,6;4;4;1;1;2;3;3;3
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170725_00137_TA.npy,3.60,5,8;1;0;1;8
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170728_03272_TA.npy,3.43,7,8;1;0;2;2;8;3
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170811_03274_TA.npy,2.50,6,8;1;2;0;2;2
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170904_00128_TA.npy,2.67,9,8;1;1;3;3;1;2;2;3
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170904_03276_TA.npy,3.62,8,8;1;5;0;2;2;8;3
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170912_03278_TA.npy,3.50,8,8;1;4;1;5;0;1;8
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170913_03279_TA.npy,3.12,8,8;1;2;0;2;1;8;3
FaceTalk_170809_00138_TA_sentence39_condition_FaceTalk_170915_00223_TA.npy,2.86,7,8;1;1;1;4;2;3
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170725_00137_TA.npy,5.50,4,7;3;0;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170728_03272_TA.npy,5.00,5,7;3;3;0;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170811_03274_TA.npy,4.60,5,7;2;0;2;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170904_00128_TA.npy,7.00,2,2;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170904_03276_TA.npy,5.50,4,7;3;0;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170912_03278_TA.npy,3.25,8,7;3;0;1;0;2;1;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170913_03279_TA.npy,5.50,4,7;3;0;12
FaceTalk_170809_00138_TA_sentence40_condition_FaceTalk_170915_00223_TA.npy,4.17,6,7;2;2;0;2;12

Overall Mean Δt,4.39
